No_Struk,Tanggal,Waktu,Kasir,Menu,Kategori,Harga_Satuan,Jumlah,Subtotal,Total_Transaksi,Metode_Pembayaran
-20251016-0005,2025-10-16,20:19:10,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20251017-0001,2025-10-17,09:31:34,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20251017-0002,2025-10-17,16:07:50,val,Latte,Kopi,15000,2,30000,30000,Debit
-20251017-0003,2025-10-17,15:22:55,valencia,Lasagna,Pasta,25000,2,50000,50000,QRIS
-20251017-0004,2025-10-17,15:26:30,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,Tunai
-20251017-0005,2025-10-17,11:25:24,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20251018-0001,2025-10-18,15:03:26,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,QRIS
-20251018-0002,2025-10-18,15:17:41,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20251018-0003,2025-10-18,21:27:20,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251018-0004,2025-10-18,13:41:36,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Debit
-20251018-0005,2025-10-18,17:39:43,val,Lasagna,Pasta,25000,1,25000,25000,Debit
-20251019-0001,2025-10-19,15:41:02,val,Espresso,Kopi,10000,5,50000,50000,Debit
-20251019-0002,2025-10-19,09:19:51,val,Latte,Kopi,15000,2,30000,30000,Tunai
-20251019-0003,2025-10-19,20:10:49,val,Cappucino,Kopi,15000,4,60000,60000,Debit
-20251019-0004,2025-10-19,10:54:28,val,Spagetti,Pasta,20000,3,60000,60000,Tunai
-20251019-0005,2025-10-19,09:43:44,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20251020-0001,2025-10-20,14:29:10,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Debit
-20251020-0002,2025-10-20,19:18:51,val,Gelato,Dessert,12000,3,36000,36000,Debit
-20251020-0003,2025-10-20,11:00:06,val,Gelato,Dessert,12000,3,36000,36000,Debit
-20251020-0004,2025-10-20,09:19:41,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20251020-0005,2025-10-20,17:17:38,valencia,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20251021-0001,2025-10-21,12:26:53,valencia,Americano,Kopi,12000,4,48000,48000,QRIS
-20251021-0002,2025-10-21,21:00:44,val,Latte,Kopi,15000,5,75000,75000,Debit
-20251021-0003,2025-10-21,18:18:11,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,Tunai
-20251021-0004,2025-10-21,15:22:04,valencia,Espresso,Kopi,10000,5,50000,50000,QRIS
-20251021-0005,2025-10-21,17:35:25,val,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251022-0001,2025-10-22,14:00:46,valencia,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20251022-0002,2025-10-22,11:55:48,valencia,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20251022-0003,2025-10-22,17:23:00,val,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251022-0004,2025-10-22,20:55:49,val,Americano,Kopi,12000,3,36000,36000,Tunai
-20251022-0005,2025-10-22,14:43:30,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20251023-0001,2025-10-23,11:46:29,val,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
-20251023-0002,2025-10-23,14:36:07,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251023-0003,2025-10-23,10:34:18,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20251023-0004,2025-10-23,14:09:40,val,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20251023-0005,2025-10-23,17:47:43,valencia,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20251024-0001,2025-10-24,18:59:03,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20251024-0002,2025-10-24,10:11:41,valencia,Cheesecake,Dessert,15000,1,15000,15000,QRIS
-20251024-0003,2025-10-24,12:25:11,valencia,Cappucino,Kopi,15000,1,15000,15000,Tunai
-20251024-0004,2025-10-24,12:26:10,val,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20251024-0005,2025-10-24,13:57:42,val,Spagetti,Pasta,20000,4,80000,80000,Debit
-20251025-0001,2025-10-25,09:20:27,val,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20251025-0002,2025-10-25,12:37:48,valencia,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20251025-0003,2025-10-25,19:13:40,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20251025-0004,2025-10-25,14:18:39,val,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20251025-0005,2025-10-25,18:01:17,valencia,Latte,Kopi,15000,5,75000,75000,Tunai
-20251026-0001,2025-10-26,15:47:24,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20251026-0002,2025-10-26,13:45:49,val,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20251026-0003,2025-10-26,15:21:29,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,Debit
-20251026-0004,2025-10-26,10:21:24,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20251026-0005,2025-10-26,10:15:19,val,Kopi Tubruk,Kopi,8000,3,24000,24000,QRIS
-20251027-0001,2025-10-27,20:58:32,val,Americano,Kopi,12000,1,12000,12000,Tunai
-20251027-0002,2025-10-27,10:59:20,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20251027-0003,2025-10-27,16:15:52,val,Smoothie Kiwi,Smoothie,17000,5,85000,85000,QRIS
-20251027-0004,2025-10-27,11:56:03,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,QRIS
-20251027-0005,2025-10-27,11:44:15,valencia,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20251028-0001,2025-10-28,11:11:12,val,Cappucino,Kopi,15000,1,15000,15000,Debit
-20251028-0002,2025-10-28,19:35:42,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20251028-0003,2025-10-28,13:46:26,val,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20251028-0004,2025-10-28,11:49:52,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20251028-0005,2025-10-28,19:34:50,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20251001-0001,2025-10-01,19:55:33,val,Americano,Kopi,12000,1,12000,12000,Tunai
-20251001-0002,2025-10-01,09:29:08,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20251001-0003,2025-10-01,16:21:35,val,Lasagna,Pasta,25000,3,75000,75000,Tunai
-20251001-0004,2025-10-01,12:37:22,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251001-0005,2025-10-01,10:04:01,val,Kopi Tubruk,Kopi,8000,2,16000,16000,Tunai
-20251002-0001,2025-10-02,20:06:04,val,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20251002-0002,2025-10-02,16:47:30,valencia,Americano,Kopi,12000,2,24000,24000,Debit
-20251002-0003,2025-10-02,14:13:53,valencia,Smoothie Berrie,Smoothie,18000,2,36000,36000,QRIS
-20251002-0004,2025-10-02,21:18:48,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20251002-0005,2025-10-02,16:16:01,valencia,Lasagna,Pasta,25000,1,25000,25000,Tunai
-20251003-0001,2025-10-03,18:23:16,valencia,Latte,Kopi,15000,4,60000,60000,Debit
-20251003-0002,2025-10-03,13:33:03,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20251003-0003,2025-10-03,20:25:27,val,Cappucino,Kopi,15000,2,30000,30000,Debit
-20251003-0004,2025-10-03,10:11:27,valencia,Americano,Kopi,12000,1,12000,12000,Tunai
-20251003-0005,2025-10-03,14:26:20,valencia,Gelato,Dessert,12000,5,60000,60000,Debit
-20251004-0001,2025-10-04,21:30:01,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20251004-0002,2025-10-04,17:41:16,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20251004-0003,2025-10-04,18:41:56,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20251004-0004,2025-10-04,09:21:37,valencia,Spagetti,Pasta,20000,5,100000,100000,QRIS
-20251004-0005,2025-10-04,21:36:01,val,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20251005-0001,2025-10-05,11:37:31,valencia,Smoothie Alpukat,Smoothie,16000,4,64000,64000,QRIS
-20251005-0002,2025-10-05,13:35:54,valencia,Kopi Tubruk,Kopi,8000,3,24000,24000,Tunai
-20251005-0003,2025-10-05,19:14:54,valencia,Espresso,Kopi,10000,3,30000,30000,Tunai
-20251005-0004,2025-10-05,15:23:07,valencia,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20251005-0005,2025-10-05,20:03:28,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,Tunai
-20251006-0001,2025-10-06,11:50:26,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251006-0002,2025-10-06,13:39:04,val,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251006-0003,2025-10-06,18:08:31,val,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Tunai
-20251006-0004,2025-10-06,12:03:51,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20251006-0005,2025-10-06,17:38:20,val,Cappucino,Kopi,15000,1,15000,15000,Tunai
-20251007-0001,2025-10-07,09:33:33,val,Lasagna,Pasta,25000,3,75000,75000,QRIS
-20251007-0002,2025-10-07,14:57:47,val,Latte,Kopi,15000,5,75000,75000,QRIS
-20251007-0003,2025-10-07,12:27:17,valencia,Cappucino,Kopi,15000,1,15000,15000,Debit
-20251007-0004,2025-10-07,09:01:32,valencia,Gelato,Dessert,12000,1,12000,12000,QRIS
-20251007-0005,2025-10-07,10:31:39,valencia,Spagetti,Pasta,20000,3,60000,60000,Debit
-20251008-0001,2025-10-08,14:06:55,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20251008-0002,2025-10-08,11:18:04,val,Americano,Kopi,12000,2,24000,24000,QRIS
-20251008-0003,2025-10-08,09:49:14,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20251008-0004,2025-10-08,16:58:24,val,Gelato,Dessert,12000,3,36000,36000,QRIS
-20251008-0005,2025-10-08,11:54:32,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,Tunai
-20251009-0001,2025-10-09,14:10:41,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20251009-0002,2025-10-09,14:29:24,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20251009-0003,2025-10-09,16:04:08,valencia,Spagetti,Pasta,20000,4,80000,80000,QRIS
-20251009-0004,2025-10-09,19:12:52,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20251009-0005,2025-10-09,12:34:35,valencia,Cappucino,Kopi,15000,2,30000,30000,QRIS
-20251010-0001,2025-10-10,13:54:26,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20251010-0002,2025-10-10,21:33:55,valencia,Kentang Goreng,Camilan,12000,3,36000,36000,Debit
-20251010-0003,2025-10-10,09:07:25,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Tunai
-20251010-0004,2025-10-10,09:55:38,val,Kopi Tubruk,Kopi,8000,3,24000,24000,Debit
-20251010-0005,2025-10-10,16:53:31,val,Gelato,Dessert,12000,3,36000,36000,Tunai
-20251011-0001,2025-10-11,11:15:02,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20251011-0002,2025-10-11,10:49:42,val,Espresso,Kopi,10000,1,10000,10000,QRIS
-20251011-0003,2025-10-11,21:55:01,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,Tunai
-20251011-0004,2025-10-11,10:52:41,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251011-0005,2025-10-11,21:35:36,val,Kentang Goreng,Camilan,12000,3,36000,36000,Debit
-20251012-0001,2025-10-12,21:19:24,val,Latte,Kopi,15000,2,30000,30000,Tunai
-20251012-0002,2025-10-12,14:07:07,val,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20251012-0003,2025-10-12,21:25:36,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251012-0004,2025-10-12,09:43:11,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20251012-0005,2025-10-12,11:51:30,valencia,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20251013-0001,2025-10-13,12:54:06,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20251013-0002,2025-10-13,18:53:28,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20251013-0003,2025-10-13,11:13:44,val,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251013-0004,2025-10-13,11:39:33,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,QRIS
-20251013-0005,2025-10-13,10:20:11,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251014-0001,2025-10-14,17:07:07,val,Lasagna,Pasta,25000,3,75000,75000,Tunai
-20251014-0002,2025-10-14,21:48:08,val,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20251014-0003,2025-10-14,21:28:38,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20251014-0004,2025-10-14,14:36:08,val,Spagetti,Pasta,20000,1,20000,20000,Debit
-20251014-0005,2025-10-14,14:47:59,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20251015-0001,2025-10-15,21:30:21,val,Americano,Kopi,12000,1,12000,12000,Debit
-20251015-0002,2025-10-15,15:37:27,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,QRIS
-20251015-0003,2025-10-15,19:52:50,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,Debit
-20251015-0004,2025-10-15,20:35:22,val,Espresso,Kopi,10000,1,10000,10000,Tunai
-20251015-0005,2025-10-15,21:57:35,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20251016-0001,2025-10-16,12:56:35,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20251016-0002,2025-10-16,18:45:34,val,Espresso,Kopi,10000,2,20000,20000,Tunai
-20251016-0003,2025-10-16,20:28:33,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251016-0004,2025-10-16,09:18:16,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251016-0005,2025-10-16,21:46:24,val,Cappucino,Kopi,15000,2,30000,30000,QRIS
-20251017-0001,2025-10-17,09:27:55,valencia,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20251017-0002,2025-10-17,09:28:32,valencia,Kopi Tubruk,Kopi,8000,4,32000,32000,QRIS
-20251017-0003,2025-10-17,12:52:54,valencia,Cappucino,Kopi,15000,1,15000,15000,Debit
-20251017-0004,2025-10-17,18:38:22,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,Debit
-20251017-0005,2025-10-17,17:26:39,valencia,Cappucino,Kopi,15000,3,45000,45000,Debit
-20251018-0001,2025-10-18,12:57:08,valencia,Spagetti,Pasta,20000,1,20000,20000,Tunai
-20251018-0002,2025-10-18,16:32:29,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20251018-0003,2025-10-18,10:47:33,val,Americano,Kopi,12000,5,60000,60000,QRIS
-20251018-0004,2025-10-18,13:04:30,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20251018-0005,2025-10-18,17:26:54,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20251019-0001,2025-10-19,17:51:14,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251019-0002,2025-10-19,19:25:27,valencia,Cappucino,Kopi,15000,2,30000,30000,Debit
-20251019-0003,2025-10-19,13:36:25,valencia,Spagetti,Pasta,20000,5,100000,100000,Debit
-20251019-0004,2025-10-19,21:48:16,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
-20251019-0005,2025-10-19,16:24:37,valencia,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251020-0001,2025-10-20,15:38:59,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20251020-0002,2025-10-20,12:26:27,valencia,Espresso,Kopi,10000,4,40000,40000,Tunai
-20251020-0003,2025-10-20,15:35:48,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20251020-0004,2025-10-20,17:00:42,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20251020-0005,2025-10-20,11:11:31,valencia,Espresso,Kopi,10000,2,20000,20000,QRIS
-20251021-0001,2025-10-21,17:03:11,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251021-0002,2025-10-21,15:29:06,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20251021-0003,2025-10-21,19:41:52,valencia,Gelato,Dessert,12000,1,12000,12000,Debit
-20251021-0004,2025-10-21,16:01:30,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,QRIS
-20251021-0005,2025-10-21,12:20:35,valencia,Spagetti,Pasta,20000,1,20000,20000,Tunai
-20251022-0001,2025-10-22,17:54:05,val,Americano,Kopi,12000,5,60000,60000,Debit
-20251022-0002,2025-10-22,18:06:52,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,QRIS
-20251022-0003,2025-10-22,14:53:01,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Debit
-20251022-0004,2025-10-22,16:46:05,val,Latte,Kopi,15000,5,75000,75000,Debit
-20251022-0005,2025-10-22,14:59:41,val,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
-20251023-0001,2025-10-23,13:45:52,valencia,Cheesecake,Dessert,15000,3,45000,45000,Tunai
-20251023-0002,2025-10-23,18:11:05,val,Gelato,Dessert,12000,3,36000,36000,QRIS
-20251023-0003,2025-10-23,16:37:14,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20251023-0004,2025-10-23,11:08:49,val,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20251023-0005,2025-10-23,16:42:47,valencia,Lasagna,Pasta,25000,4,100000,100000,Debit
-20251024-0001,2025-10-24,21:20:48,valencia,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20251024-0002,2025-10-24,17:39:56,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20251024-0003,2025-10-24,14:53:11,valencia,Cheesecake,Dessert,15000,1,15000,15000,QRIS
-20251024-0004,2025-10-24,12:41:51,valencia,Lasagna,Pasta,25000,3,75000,75000,QRIS
-20251024-0005,2025-10-24,18:20:26,val,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20251025-0001,2025-10-25,11:00:12,valencia,Spagetti,Pasta,20000,2,40000,40000,Debit
-20251025-0002,2025-10-25,12:12:50,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20251025-0003,2025-10-25,14:47:20,val,Cappucino,Kopi,15000,5,75000,75000,Debit
-20251025-0004,2025-10-25,14:18:13,valencia,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20251025-0005,2025-10-25,19:59:33,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Debit
-20251026-0001,2025-10-26,14:54:33,valencia,Kentang Goreng,Camilan,12000,3,36000,36000,Debit
-20251026-0002,2025-10-26,13:12:12,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,Tunai
-20251026-0003,2025-10-26,11:14:49,val,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20251026-0004,2025-10-26,16:54:51,val,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20251026-0005,2025-10-26,17:03:26,val,Latte,Kopi,15000,1,15000,15000,Tunai
-20251027-0001,2025-10-27,15:44:13,valencia,Gelato,Dessert,12000,5,60000,60000,Tunai
-20251027-0002,2025-10-27,13:52:23,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20251027-0003,2025-10-27,21:39:42,valencia,Lasagna,Pasta,25000,1,25000,25000,Debit
-20251027-0004,2025-10-27,18:53:54,val,Latte,Kopi,15000,2,30000,30000,Debit
-20251027-0005,2025-10-27,17:15:34,val,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20251028-0001,2025-10-28,20:57:54,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20251028-0002,2025-10-28,20:19:58,val,Latte,Kopi,15000,5,75000,75000,Debit
-20251028-0003,2025-10-28,21:24:21,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20251028-0004,2025-10-28,16:06:43,valencia,Spagetti,Pasta,20000,1,20000,20000,QRIS
-20251028-0005,2025-10-28,13:18:27,val,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251029-0001,2025-10-29,19:58:43,val,Cheesecake,Dessert,15000,3,45000,45000,Tunai
-20251029-0002,2025-10-29,12:18:52,valencia,Cappucino,Kopi,15000,4,60000,60000,Debit
-20251029-0003,2025-10-29,20:36:05,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251029-0004,2025-10-29,09:40:38,val,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20251029-0005,2025-10-29,14:47:04,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20251030-0001,2025-10-30,18:49:35,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20251030-0002,2025-10-30,09:26:23,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20251030-0003,2025-10-30,18:28:07,valencia,Gelato,Dessert,12000,5,60000,60000,QRIS
-20251030-0004,2025-10-30,10:59:32,val,Smoothie Kiwi,Smoothie,17000,5,85000,85000,Tunai
-20251030-0005,2025-10-30,19:42:05,valencia,Latte,Kopi,15000,3,45000,45000,Tunai
-20251031-0001,2025-10-31,10:45:42,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Debit
-20251031-0002,2025-10-31,12:07:36,valencia,Gelato,Dessert,12000,2,24000,24000,QRIS
-20251031-0003,2025-10-31,12:54:06,valencia,Americano,Kopi,12000,3,36000,36000,Debit
-20251031-0004,2025-10-31,10:02:37,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20251031-0005,2025-10-31,16:31:09,val,Spagetti,Pasta,20000,1,20000,20000,Debit
-20251101-0001,2025-11-01,16:51:19,valencia,Americano,Kopi,12000,2,24000,24000,Debit
-20251101-0002,2025-11-01,15:16:02,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251101-0003,2025-11-01,14:45:42,valencia,Latte,Kopi,15000,1,15000,15000,Tunai
-20251101-0004,2025-11-01,09:33:29,valencia,Cheesecake,Dessert,15000,1,15000,15000,Debit
-20251101-0005,2025-11-01,19:44:09,valencia,Americano,Kopi,12000,3,36000,36000,Debit
-20251102-0001,2025-11-02,18:41:40,val,Spagetti,Pasta,20000,3,60000,60000,Debit
-20251102-0002,2025-11-02,11:49:49,valencia,Cheesecake,Dessert,15000,3,45000,45000,QRIS
-20251102-0003,2025-11-02,09:12:12,val,Kentang Goreng,Camilan,12000,2,24000,24000,Debit
-20251102-0004,2025-11-02,10:14:48,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,QRIS
-20251102-0005,2025-11-02,10:43:02,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251103-0001,2025-11-03,13:11:58,valencia,Espresso,Kopi,10000,1,10000,10000,Debit
-20251103-0002,2025-11-03,17:40:09,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20251103-0003,2025-11-03,21:57:12,val,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20251103-0004,2025-11-03,13:44:20,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251103-0005,2025-11-03,19:22:25,val,Cheesecake,Dessert,15000,5,75000,75000,QRIS
-20251104-0001,2025-11-04,20:36:38,valencia,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20251104-0002,2025-11-04,10:53:02,valencia,Espresso,Kopi,10000,1,10000,10000,Debit
-20251104-0003,2025-11-04,21:54:54,val,Americano,Kopi,12000,3,36000,36000,Debit
-20251104-0004,2025-11-04,13:40:41,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251104-0005,2025-11-04,17:46:38,valencia,Gelato,Dessert,12000,1,12000,12000,Debit
-20251105-0001,2025-11-05,20:09:39,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20251105-0002,2025-11-05,20:48:08,val,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20251105-0003,2025-11-05,21:59:30,valencia,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251105-0004,2025-11-05,16:34:44,valencia,Gelato,Dessert,12000,3,36000,36000,QRIS
-20251105-0005,2025-11-05,17:38:13,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251106-0001,2025-11-06,10:44:10,valencia,Americano,Kopi,12000,1,12000,12000,Debit
-20251106-0002,2025-11-06,21:43:17,valencia,Cheesecake,Dessert,15000,1,15000,15000,QRIS
-20251106-0003,2025-11-06,09:24:47,valencia,Espresso,Kopi,10000,1,10000,10000,QRIS
-20251106-0004,2025-11-06,10:22:14,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20251106-0005,2025-11-06,15:13:28,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251107-0001,2025-11-07,20:08:11,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251107-0002,2025-11-07,14:25:10,valencia,Spagetti,Pasta,20000,5,100000,100000,Debit
-20251107-0003,2025-11-07,14:25:08,val,Gelato,Dessert,12000,5,60000,60000,QRIS
-20251107-0004,2025-11-07,10:04:26,val,Gelato,Dessert,12000,2,24000,24000,Debit
-20251107-0005,2025-11-07,15:41:03,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251108-0001,2025-11-08,17:30:45,val,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251108-0002,2025-11-08,21:40:10,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Tunai
-20251108-0003,2025-11-08,18:30:34,valencia,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20251108-0004,2025-11-08,10:10:11,val,Kentang Goreng,Camilan,12000,1,12000,12000,QRIS
-20251108-0005,2025-11-08,21:03:35,val,Americano,Kopi,12000,1,12000,12000,QRIS
-20251109-0001,2025-11-09,17:15:30,val,Americano,Kopi,12000,1,12000,12000,Debit
-20251109-0002,2025-11-09,12:21:17,val,Cappucino,Kopi,15000,3,45000,45000,Debit
-20251109-0003,2025-11-09,14:16:28,valencia,Spagetti,Pasta,20000,3,60000,60000,Debit
-20251109-0004,2025-11-09,11:49:10,val,Latte,Kopi,15000,5,75000,75000,Tunai
-20251109-0005,2025-11-09,19:44:06,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20251110-0001,2025-11-10,10:43:56,val,Cappucino,Kopi,15000,2,30000,30000,Tunai
-20251110-0002,2025-11-10,14:57:13,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251110-0003,2025-11-10,10:22:43,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
